"store.number","annual.profit","lci","nearcomp","nearmil","freestand","gini","housemed","state","sqft","intersect","pop","agemed","non.us.citizen","agg.inc","med.inc","noHS","HS","some.col","col.grad","post.grad","com0","com15","com30","com60","drive","public","walk","home","other"
190,567183.5918,6.629898462,4,1,0,0.3387,1554.656306,"CA",291,1,4647,34,0.175445292,106585362.3,53115.2,0.075961253,0.304516901,0.334729285,0.183685771,0.10110679,0.24173028,0.35793045,0.279050042,0.121289228,0.967088608,0.017299578,0.010126582,0.005063291,0.000421941
191,1036369.615,7.493749296,1,7.7,0,0.5774,1530.031768,"NM",556,1,7289,35,0.308605439,198458947.6,66980.8,0.048741557,0.194915254,0.255649718,0.301540929,0.199152542,0.125543216,0.318686625,0.309029454,0.246740705,0.904722156,0.060696399,0.006916289,0.012163129,0.015502027
192,341259.1029,8.752821133,1,7.9,0,0.4064,604.6896515,"NV",382,1,1035,34.5,0.052718055,12002620.41,21166.4,0.193318981,0.347031963,0.290715373,0.115661232,0.053272451,0.188732394,0.563380282,0.230985915,0.016901408,0.718662953,0.094707521,0.150417827,0.011142061,0.025069638
193,647595.1383,7.099642663,0,22.7,0,0.3678,1312.24143,"NM",499,1,2593,49,0.164285312,146911971.4,74923.2,0.028073306,0.177467597,0.149052841,0.376213832,0.269192423,0.246343341,0.334872979,0.352578907,0.066204773,0.897454545,0.011636364,0.035636364,0.055272727,0
194,913425.3272,8.802121654,4,36.8,0,0.5214,1150.24352,"NV",653,0,2419,31.5,0.14353451,107014564.9,51882.4,0.021518194,0.054871795,0.141538462,0.40232796,0.37974359,0.132978723,0.503989362,0.302526596,0.060505319,0.355018587,0.118339529,0.409541512,0.068153656,0.048946716
195,472532.6022,8.718744311,4,7.3,0,0.7092,898.2571214,"NM",631,0,2656,47.5,0.163533065,50770427.77,43433.6,0.10240414,0.308397683,0.348455598,0.101746439,0.138996139,0.201949861,0.323816156,0.322423398,0.151810585,0.879146919,0.066012187,0.018280298,0.027758971,0.008801625
196,516745.0607,8.096589125,0,17.2,0,0.5654,1520.551067,"NM",539,0,2608,38.5,0.260306845,96105354.89,79117.6,0.027885409,0.147647377,0.199567334,0.280930167,0.343969713,0.117427076,0.201196709,0.545998504,0.135377711,0.779288703,0.088214784,0.039748954,0.067642957,0.025104603
197,207203.2501,8.319479109,0,15.1,0,0.5555,165.0342134,"AZ",708,1,1126,63,0.404692362,7809335.467,9826.4,0.456922733,0.337825696,0.122192273,0.055206647,0.02785265,0,0.16,0.68,0.16,0.58,0.42,0,0,0
198,791177.8361,8.482478534,2,36.8,0,0.5588,1150.806947,"AZ",884,1,4563,34,0.332914616,53068055.04,26333.6,0.207112542,0.320645161,0.300967742,0.103210039,0.068064516,0.093943729,0.135431569,0.523128278,0.247496423,0.55568609,0.334821429,0.075657895,0.014567669,0.019266917
199,850680.1318,7.323573956,1,25.5,0,0.5656,725.0298544,"CA",876,1,4614,31.5,0.067224224,78495045.82,36538.4,0.168595792,0.4225017,0.284160435,0.08225397,0.042488103,0.341510342,0.274170274,0.297739298,0.086580087,0.887877336,0.006708194,0.073790129,0.003833253,0.027791088
200,797615.5324,8.265567007,5,17.9,0,0.454,1614.483742,"AZ",445,1,4040,43.5,0.196963439,98691813.33,70918.4,0.051522789,0.178310047,0.20758483,0.312748668,0.249833666,0.133565621,0.202671312,0.390243902,0.273519164,0.85077187,0.083476272,0.018867925,0.015437393,0.031446541
201,832927.7175,8.912131714,6,15.8,0,0.5045,1594.562393,"AZ",611,1,3254,40.5,0.418498319,106293519.1,58242.4,0.123436306,0.258484609,0.164167324,0.233706551,0.220205209,0.064230343,0.181616833,0.46124031,0.292912514,0.550646552,0.357219828,0.05549569,0.026939655,0.009698276
202,508842.2153,6.334739658,2,0.2,0,0.5753,874.4573897,"OK",313,0,3445,42.5,0.033456655,94462898.55,45416.8,0.090776458,0.42840952,0.295428787,0.149117762,0.036267473,0.066709022,0.42884371,0.42249047,0.081956798,0.955191595,0.002163164,0.011742892,0.027194067,0.003708282
203,384735.5706,7.793206538,0,24.7,0,0.3748,1524.608963,"NV",601,0,1210,36,0.098298528,73741221.05,72666.4,0.044008296,0.213163065,0.172888016,0.351865967,0.218074656,0.170666667,0.426666667,0.348,0.054666667,0.938064516,0.019354839,0.010322581,0.032258065,0
204,2308229.727,5.851313078,1,10.8,1,0.3041,1559.883401,"AZ",810,1,5003,38,0.199235472,490504227.1,81692,0.049323931,0.077473792,0.098184608,0.447761214,0.327256456,0.129164953,0.347593583,0.431509667,0.091731798,0.346701649,0.274737631,0.190029985,0.088830585,0.09970015
205,688687.5196,8.493009525,0,40.7,0,0.2668,1725.632298,"NM",645,1,3621,47.5,0.150633642,228838552.8,106545.6,0.020070396,0.086614173,0.141732283,0.435130204,0.316452943,0.108404385,0.375761267,0.453714982,0.062119367,0.873449831,0.032976325,0.019165727,0.074408117,0
206,681985.7536,7.440613754,2,38.2,0,0.4451,1260.368913,"OK",303,1,3914,36.5,0.036961898,66084241.36,38160,0.119571519,0.295454545,0.295827124,0.238848749,0.050298063,0.426160338,0.159810127,0.299050633,0.114978903,0.972944849,0,0.004162331,0.013527575,0.009365245
207,364845.6211,8.125730063,2,2.3,0,0.2914,1894.492792,"AZ",614,1,1457,33.5,0.284950132,23324715.64,49933.6,0.142068259,0.293401015,0.292385787,0.219353061,0.052791878,0.160246533,0.160246533,0.37596302,0.303543914,0.723308271,0.181954887,0.061654135,0.02406015,0.009022556
208,466778.4957,5.882207141,2,4.5,0,0.3711,1048.08623,"AZ",442,1,1799,30,0.16632937,38861307.47,41916.8,0.03482066,0.212062257,0.147859922,0.397085955,0.208171206,0.058551618,0.325115562,0.389830508,0.226502311,0.679505814,0.211482558,0.052325581,0.056686047,0
209,1775250.875,8.760345343,6,5.2,0,0.459,2447.884549,"CA",1040,1,7175,41,0.083017297,382189319.6,120916.8,0.050862019,0.14638262,0.17928707,0.48019472,0.143273571,0.285714286,0.216154067,0.206093705,0.292037942,0.816854861,0.112916552,0.014871936,0.041861746,0.013494905
210,547691.7292,7.388697005,3,3.1,0,0.5451,1075.756058,"TX",421,1,3296,30,0.221132904,66138217.93,41308.8,0.091725563,0.167088608,0.242194093,0.346249121,0.152742616,0.144347826,0.332753623,0.468985507,0.053913043,0.75572306,0.086823004,0.105527638,0.036850921,0.015075377
211,1648744.077,6.693736077,5,23.2,0,0.637,2456.868338,"KS",460,0,6001,42,0.113816938,397425434.5,146428.8,0.05455797,0.07879253,0.135328729,0.486288794,0.245031977,0.263603386,0.261588069,0.33172108,0.143087465,0.812721474,0.032069454,0.02799433,0.120836286,0.006378455
212,911851.2077,5.492042548,5,23.3,0,0.2922,2411.56929,"NM",517,1,3279,44.5,0.338260313,140938562.4,104560,0.012808124,0.115825202,0.168010182,0.312605538,0.390750955,0.148247978,0.404312668,0.398247978,0.049191375,0.832309582,0.047297297,0.012285012,0.088452088,0.01965602
213,670199.1699,8.487457954,6,12.5,0,0.2769,1237.711367,"AZ",609,1,4037,39.5,0.278819389,96455020.66,44689.6,0.073138878,0.283734741,0.205542725,0.248537137,0.189046519,0.154659617,0.245869134,0.286847323,0.312623926,0.7325,0.13375,0.04875,0.054375,0.030625
214,1417031.594,8.466218342,5,88.7,1,0.6622,303.8137678,"AZ",667,1,4820,41.5,0.311966848,37798204.88,12521.6,0.430003841,0.282059001,0.17128236,0.091970873,0.024683925,0.153550864,0.323736404,0.419705694,0.103007038,0.311900192,0.279270633,0.399872041,0,0.008957134
215,855573.9726,7.405886833,3,11.5,1,0.6223,477.4692543,"AZ",813,1,4865,27,0.482088877,33477741.18,11702.4,0.494874073,0.30070922,0.15070922,0.037040821,0.016666667,0.181092695,0.042971148,0.546961326,0.228974831,0.481345566,0.330275229,0.157798165,0.003669725,0.026911315
216,704222.3067,8.970830304,1,7.1,0,0.3287,1056.111574,"AZ",544,0,4385,37,0.17377995,111109781.4,47764.8,0.12421012,0.309859155,0.287055667,0.181624891,0.097250168,0.212121212,0.301564027,0.299120235,0.187194526,0.90968523,0.05496368,0.01598063,0.009200969,0.010169492
217,580807.2002,8.271550339,2,6.6,0,0.3173,1440.57001,"AZ",393,1,2069,48.5,0.18741533,113462686.8,64300,0.072577275,0.175427873,0.164425428,0.247104877,0.340464548,0.331230284,0.355415352,0.206098843,0.107255521,0.861723447,0.058116232,0.021042084,0.047094188,0.012024048
218,931251.0494,7.745400921,1,36,0,0.4507,1339.638388,"NM",547,1,5131,38,0.067074879,114934400,50691.2,0.083927552,0.282266527,0.414742917,0.126460696,0.092602308,0.045174538,0.243531828,0.429568789,0.281724846,0.77968878,0.217444717,0,0.002866503,0
219,370407.227,7.549481742,0,14.1,0,0.4442,1902.604321,"AZ",537,1,1601,46.5,0.129681238,81305184,83684,0.071814793,0.238608119,0.265120133,0.17342133,0.251035626,0.214111922,0.386861314,0.299270073,0.099756691,0.978991597,0.00060024,0.003601441,0.013205282,0.003601441
220,939737.7569,5.81564232,0,15.4,0,0.5948,1084.832404,"AZ",476,1,5223,43.5,0.272516414,206974237.6,39964,0.034950553,0.234788667,0.163028333,0.422318374,0.144914073,0.057090239,0.222836096,0.360957643,0.359116022,0.640647226,0.238086771,0.071834993,0.034495021,0.014935989
221,538121.4173,9.641455068,1,0.1,0,0.4334,1766.182692,"NV",255,1,3123,46.5,0.074229806,99899067.13,96166.4,0.046852933,0.168367347,0.198554422,0.442568835,0.143656463,0.248305607,0.282193469,0.33887862,0.130622304,0.932377049,0.013173302,0.00117096,0.049765808,0.003512881
222,993888.6222,6.670455873,0,4.6,0,0.4063,2119.29372,"NM",564,0,6170,39,0.138933395,267202133.3,89839.2,0.038707358,0.187813784,0.296439982,0.293789219,0.183249658,0.149610679,0.194660734,0.489154616,0.166573971,0.891618497,0.045585917,0,0.055176038,0.007619548
223,2944686.153,5.229730583,2,67.9,1,0.3212,1939.004477,"AZ",1332,1,6159,38.5,0.247504472,499680318.3,94600,0.025645052,0.046096786,0.120452137,0.605608922,0.202197103,0.061963775,0.388941849,0.467111535,0.081982841,0.423925668,0.343554007,0.131242741,0.025319396,0.075958188
224,1215148.657,6.245073103,0,8.4,0,0.5724,1702.410508,"NM",781,1,5746,47.5,0.117645458,316097907.3,94526.4,0.028278316,0.139917695,0.184216897,0.397492683,0.250094408,0.10398749,0.252931978,0.440578577,0.202501955,0.856041592,0.030297598,0.026174256,0.082825385,0.004661169
225,649966.6569,6.958420589,4,3.9,0,0.4784,1373.706944,"CA",643,1,2990,40,0.049300536,105520090,60303.2,0.076158829,0.396603397,0.218781219,0.247017994,0.061438561,0.231319038,0.346328785,0.258609487,0.16374269,0.904143476,0.003092146,0,0.048237477,0.044526902
226,360027.8203,7.227226174,0,18.8,0,0.3827,632.9890441,"OK",334,0,2619,49.5,0.06711731,74172666.67,43079.2,0.054925563,0.333333333,0.3535496,0.157580314,0.100611189,0.2125,0.31171875,0.23203125,0.24375,0.9051149,0,0.022979985,0.051148999,0.020756116
227,751226.7954,6.504703533,4,9.5,0,0.5234,1163.74992,"KS",553,1,5526,43,0.218298427,124354055.2,52491.2,0.13883072,0.281310212,0.263487476,0.185350397,0.131021195,0.292163236,0.500902853,0.170097508,0.036836403,0.971443966,0.018139368,0.005028736,0.005387931,0
228,1022635.005,9.87365284,4,16.1,1,0.3452,1419.196825,"NM",810,1,3271,28,0.280840162,88785939.82,38736,0.04461738,0.074762658,0.127373418,0.397392114,0.35585443,0.317104696,0.446790177,0.17880224,0.057302887,0.511205074,0.075687104,0.362367865,0.018604651,0.032135307
229,459017.149,10.22347747,3,1.3,0,0.4184,863.4145961,"KS",456,1,3082,34.5,0.142386698,41109607.92,32146.4,0.353446465,0.293866667,0.2736,0.041220201,0.037866667,0.235404896,0.400188324,0.27212806,0.092278719,0.88271028,0.039719626,0.025233645,0.007476636,0.044859813
230,656426.9199,5.519673414,1,36.3,0,0.6214,1027.758331,"AZ",397,0,2533,37.5,0.216867895,55733237.14,51734.4,0.233422874,0.114252741,0.17830352,0.209739273,0.264281593,0.279045643,0.273858921,0.336099585,0.110995851,0.34676007,0.218914186,0.258318739,0.1558669,0.020140105
231,508479.2201,9.559481196,4,11.1,0,0.7795,1275.565234,"CA",814,1,2390,38,0.095543071,58800167.74,72470.4,0.060038246,0.271420357,0.228292122,0.295913451,0.144335825,0.295933735,0.298945783,0.262048193,0.143072289,0.84787472,0.059656972,0.06935123,0.009694258,0.013422819
232,571351.9843,8.109887286,2,5.4,0,0.161,997.3210497,"AZ",804,1,2575,35.5,0.619288804,67570901.41,49420.8,0.219159482,0.238145416,0.210221286,0.249228295,0.083245522,0.141548709,0.334721066,0.231473772,0.292256453,0.651909017,0.207554833,0.116165719,0.024370431,0
233,530822.6277,8.894321636,4,7.3,0,0.2951,1538.222918,"UT",419,1,3126,23.5,0.050659164,87274446.67,58103.2,0.074499521,0.084233261,0.47300216,0.258841012,0.109424046,0.580929487,0.255608974,0.057692308,0.105769231,0.573260073,0.010989011,0.166666667,0.238095238,0.010989011
234,758304.764,7.757386635,6,30.4,0,0.2664,1197.836593,"NM",351,1,3910,36.5,0.31345456,100260420.5,45269.6,0.182109143,0.34601044,0.233780761,0.124751409,0.113348248,0.140798226,0.296563193,0.442350333,0.120288248,0.815087146,0.107570806,0.031590414,0.017429194,0.02832244
235,766417.6817,8.481300589,5,37.1,0,0.3949,1275.100645,"NM",436,1,3773,32,0.34475741,84213360,60844.8,0.148508867,0.221348315,0.2082397,0.255610984,0.166292135,0.169404036,0.356640075,0.355701549,0.118254341,0.846171273,0.069551427,0.018577254,0.034435886,0.031264159
236,946469.7223,8.572010746,2,12.9,0,0.4189,946.3532188,"AZ",477,1,4302,47,0.185026971,182332144,60973.6,0.039387684,0.191448802,0.208333333,0.30347724,0.257352941,0.118864293,0.214629451,0.377285852,0.289220404,0.697786999,0.186491471,0.073766713,0.041954818,0
237,650451.6548,9.43433403,1,12.4,0,0.5311,1794.058215,"WY",560,0,3490,46,0.024498762,113636985.2,78171.2,0.008510289,0.159561987,0.32577239,0.315306684,0.190848651,0.277080958,0.462371722,0.182440137,0.078107184,0.876705407,0,0,0.113693785,0.009600808
238,2452065.809,8.148371004,0,50.2,0,0.5202,1553.696945,"AZ",652,0,3499,59,0.18509935,872581605.6,200000.8,0.01221992,0.033745406,0.110257267,0.456640755,0.387136652,0.14870181,0.630999213,0.161290323,0.059008655,0.370761356,0.121880998,0.199616123,0.186820218,0.120921305
239,701549.3699,8.491886314,3,4.8,0,0.5322,1115.230082,"AZ",762,1,2387,47.5,0.078568573,93796887.44,65785.6,0.059924319,0.176079734,0.234772979,0.312168705,0.217054264,0.214428858,0.281563126,0.314629259,0.189378758,0.68805093,0.167972576,0.099902057,0.022526934,0.021547502
240,649246.8852,8.451275148,2,12.1,0,0.495,2093.904553,"KS",533,0,3754,45.5,0.105719451,134479005.7,81636,0.035029098,0.189575152,0.248125669,0.269147982,0.258122099,0.331960885,0.377251673,0.161091096,0.129696346,0.909787444,0.027434503,0.007909046,0.03954523,0.015323777
241,651150.6298,8.485043762,5,2.9,0,0.3837,935.7463294,"AZ",707,0,3428,30,0.29223596,45672386.67,19644.8,0.295841725,0.278947368,0.236842105,0.129995596,0.058373206,0.053794428,0.180595581,0.507204611,0.258405379,0.548664122,0.407442748,0.028625954,0.006679389,0.008587786
242,480823.9795,9.327654746,6,10.4,0,0.6111,680.5930713,"AZ",800,1,2350,23,0.312582394,14720400,16813.6,0.437783987,0.26481149,0.188509874,0.093634325,0.015260323,0.086477987,0.227987421,0.393081761,0.29245283,0.519726859,0.330045524,0.115326252,0.034901366,0
243,615722.8958,7.486780456,2,43.2,1,0.5116,568.3588272,"NM",636,1,5143,34.5,0.044964012,66564446.36,13133.6,0.303696636,0.409394027,0.17657292,0.078733053,0.031603363,0.147634584,0.265089723,0.402120718,0.185154976,0.663723326,0.215599706,0.014716703,0.097866078,0.008094187
244,860277.4985,7.486744611,1,8.8,0,0.4053,1230.739227,"CA",715,1,3969,40.5,0.407022523,148111130.3,53316.8,0.073500008,0.169982446,0.235225278,0.359501747,0.161790521,0.14478683,0.291684255,0.436048966,0.127479949,0.670327476,0.220646965,0.055111821,0.053913738,0
245,411346.8429,6.935647001,2,7.9,0,0.3923,822.2383243,"NV",412,0,1969,46.5,0.070523583,55631863.47,41316,0.061748451,0.405022537,0.238248551,0.206764106,0.088216355,0.111231102,0.350971922,0.409287257,0.128509719,0.901356994,0.065240084,0,0.033402923,0
246,545066.2972,7.564531285,0,22.9,0,0.603,2031.331575,"AZ",683,1,4109,40,0.053683756,124519136,71219.2,0.041618083,0.366908851,0.252311757,0.231499486,0.107661823,0.075930521,0.281389578,0.386600496,0.256079404,0.898477157,0.014766959,0,0.070143055,0.016612829
247,985466.3757,8.27322398,4,23.4,1,0.6708,987.1755456,"CA",481,1,5110,34,0.418800426,119062155.4,63536,0.069769313,0.285792649,0.161546901,0.312841768,0.170049369,0.241496599,0.171579743,0.366213152,0.220710506,0.765941762,0.148544047,0.037596756,0.024695909,0.023221526
248,566601.8719,7.546659968,3,8.2,0,0.4483,1786.529702,"AZ",499,1,1125,38.5,0.458798681,54847582.42,66588,0.125619965,0.090329437,0.137088204,0.368535189,0.278427205,0.068085106,0.421276596,0.435460993,0.075177305,0.485655738,0.37226776,0.051912568,0.036885246,0.053278689
249,1119484.157,6.860430523,6,1.9,1,0.4019,1807.218325,"AZ",342,1,4202,37.5,0.497874811,150928285.8,62292,0.127663981,0.223505435,0.16576087,0.260243628,0.222826087,0.243046056,0.378020976,0.27998176,0.098951208,0.726045884,0.136302294,0.102564103,0.013495277,0.021592443
250,1059553.251,8.689057865,0,46.7,0,0.4708,1380.39452,"NM",851,1,5742,46.5,0.202058055,334325983.6,94696.8,0.033083026,0.137931034,0.205116796,0.309519866,0.314349277,0.066110184,0.376961603,0.403005008,0.153923205,0.862480127,0.072972973,0.006041335,0.047694754,0.010810811
251,479050.1251,7.619701916,3,1.6,0,0.4974,1036.242014,"NM",546,1,1904,31,0.068226178,54006295.81,43952,0.115064971,0.197547684,0.209809264,0.35904947,0.11852861,0.240234375,0.2578125,0.368164063,0.133789063,0.795372051,0.029491833,0.077132486,0.070780399,0.02722323
252,102228.776,10.30932098,0,15.5,0,0.4726,2135.566113,"CA",437,0,2133,23,0.185723228,8885827.059,94500,0.445615196,0.279434851,0.216640502,0.022202701,0.03610675,0.171428571,0.485714286,0.228571429,0.114285714,0.897435897,0,0,0.102564103,0
253,967526.5813,6.744458004,5,12.1,0,0.6208,988.2776071,"AZ",1017,1,6961,33,0.588654756,109319827.7,29075.2,0.33935307,0.296049896,0.204781705,0.12052219,0.039293139,0.144946376,0.214494638,0.38999025,0.250568736,0.696810207,0.183572568,0.074960128,0.018500797,0.0261563
254,493479.9526,8.800735173,5,10.1,0,0.6418,318.8675368,"UT",500,1,2062,33.5,0.104758141,29702737.35,16256.8,0.260460832,0.323313783,0.220674487,0.092178464,0.103372434,0.14511041,0.173501577,0.479495268,0.201892744,0.59384858,0.311514196,0.078864353,0,0.015772871
255,2326980.866,8.305079719,0,11,0,0.5875,2657.838987,"AZ",1255,1,5534,38.5,0.344678906,712713122.4,143777.6,0.016437402,0.038252656,0.06729634,0.440977001,0.4370366,0.194433854,0.42241708,0.350362181,0.032786885,0.263166667,0.220166667,0.321,0.125666667,0.07
256,332992.4638,7.606489215,6,5.7,0,0.7978,515.8879441,"TX",332,0,1636,47,0.442796205,10990701.64,12452,0.411578067,0.381526104,0.087550201,0.068743218,0.05060241,0.208520179,0.408071749,0.235426009,0.147982063,0.67405765,0.12195122,0.168514412,0.011086475,0.024390244
257,456444.9421,9.066559716,6,3,0,0.3734,884.9087788,"AZ",550,1,1925,38.5,0.134496675,37051116.67,74666.4,0.109233072,0.268273092,0.220080321,0.22088741,0.181526104,0.070063694,0.370700637,0.278980892,0.280254777,0.785532995,0.194162437,0.016497462,0.003807107,0
258,530019.7203,9.008480352,1,11,0,0.5876,736.1739277,"TX",717,0,3990,31.5,0.134517239,51148269.03,25512.8,0.144440486,0.342167722,0.344541139,0.130875969,0.037974684,0.360267315,0.385783718,0.158566221,0.095382746,0.930162553,0,0.053582179,0.009030704,0.007224564
259,941512.1821,7.341318104,5,29.5,0,0.6093,1400.309967,"UT",571,1,5247,35.5,0.398411368,152930970,43214.4,0.178547307,0.280985373,0.192712343,0.14349529,0.204259687,0.036691127,0.447298199,0.4006004,0.115410274,0.648953836,0.245433411,0.019262703,0.004317502,0.082032547
260,376027.032,5.726060656,0,13.3,0,0.4536,1311.870809,"NV",710,1,2213,43,0.039349764,44504555.25,50181.6,0.061419593,0.420888055,0.253908693,0.176228937,0.087554722,0.261301989,0.326401447,0.349909584,0.06238698,0.994575045,0.005424955,0,0,0
261,472241.9537,7.975259032,0,15.3,0,0.6185,1474.715818,"CA",662,1,2129,47.5,0.049024706,64466120,65111.2,0.045430125,0.320416426,0.257374205,0.232186995,0.14459225,0.419483101,0.265407555,0.238568588,0.076540755,0.949952786,0,0,0.050047214,0
262,403644.2871,8.656652053,5,12.6,0,0.6106,998.0770022,"CA",605,0,2304,39.5,0.052803989,65597184,50842.4,0.136680707,0.504273504,0.227350427,0.108903339,0.022792023,0.347862531,0.402347024,0.165129925,0.08466052,0.930405965,0.01905551,0.01988401,0.011599006,0.01905551
263,291128.2133,7.61293992,6,16.5,0,0.5591,673.2620546,"OK",404,0,1726,33.5,0.042974329,28444480,23305.6,0.076299775,0.396551724,0.302586207,0.191803673,0.032758621,0.509157509,0.374847375,0.06959707,0.046398046,0.932818074,0.002972652,0.021403092,0.026159334,0.016646849
264,333209.1791,9.533299513,3,5,0,0.2328,570.1011779,"NV",312,1,1630,43.5,0.046525424,43968821.05,37812.8,0.10461731,0.412247946,0.27184466,0.134367007,0.076923077,0.24940048,0.410071942,0.3117506,0.028776978,0.840702948,0.065192744,0.020408163,0.054421769,0.019274376
265,579457.7996,8.381601077,5,4.1,0,0.5056,1141.19874,"NM",646,1,3263,40.5,0.072049322,68251261.64,56744,0.098175517,0.337270876,0.301425662,0.188178862,0.074949084,0.199778024,0.458934517,0.289678135,0.051609323,0.920064378,0.024678112,0.021995708,0.033261803,0
266,455411.4997,9.032669891,3,7,0,0.5602,813.2769228,"AZ",658,1,2176,39.5,0.266247842,34783648.85,33162.4,0.180902744,0.449498328,0.135785953,0.152207624,0.081605351,0.130434783,0.211781206,0.391304348,0.266479663,0.706711409,0.165771812,0.034899329,0.04295302,0.04966443
267,642439.9206,8.111190326,6,0.8,0,0.4512,732.7725207,"AZ",606,1,3765,39,0.307558416,81313960,37878.4,0.334811031,0.267991775,0.144962303,0.1874645,0.064770391,0.08484456,0.067357513,0.404145078,0.44365285,0.640516698,0.307183365,0.025204789,0.027095148,0
268,630896.464,7.436074681,0,10.9,0,0.5568,847.3167695,"NV",590,1,4279,48,0.030666715,148363472.5,47256.8,0.03882027,0.39977382,0.288662709,0.194710971,0.078032231,0.276861346,0.417298261,0.235399019,0.070441373,0.95340106,0.015238516,0,0.009275618,0.022084806
269,549742.1173,8.033609611,4,8.8,0,0.4292,1319.222682,"AZ",428,1,2370,36,0.417111247,55035890.53,51631.2,0.247210115,0.30277942,0.164399763,0.209915846,0.075694855,0.072831424,0.132569558,0.496726678,0.29787234,0.616639478,0.353181077,0.026916803,0.003262643,0
270,366456.6012,7.671600687,5,8.1,0,0.5215,914.1770873,"CA",621,1,3202,34,0.427281214,35142212.46,36246.4,0.417376169,0.371049015,0.138799817,0.055367761,0.017407238,0.202060222,0.332805071,0.381141046,0.083993661,0.875,0.064465409,0.019654088,0.007861635,0.033018868
271,501798.2288,9.408994085,5,3.1,0,0.3589,1271.666314,"OK",452,1,3412,43,0.169124844,79060709.05,50930.4,0.098117574,0.267698259,0.285880077,0.217549737,0.130754352,0.419521655,0.427925016,0.124757595,0.027795734,0.955112219,0.001870324,0.003740648,0.03553616,0.003740648
272,781484.9881,6.871791023,5,24.6,1,0.4683,791.9059744,"CA",496,0,4531,38.5,0.692294656,101650404.1,31986.4,0.233775842,0.434399765,0.153507485,0.124310451,0.054006457,0.178978681,0.51958354,0.203272186,0.098165592,0.646775746,0.101539942,0.176612127,0.029355149,0.045717036
273,421787.1,8.961741048,3,7,0,0.4766,1174.831378,"KS",324,1,2223,43.5,0.10893043,42170496.81,51777.6,0.108966123,0.357825568,0.308243728,0.143722049,0.081242533,0.306451613,0.35125448,0.321684588,0.020609319,0.935359589,0.013270548,0.006849315,0.044520548,0
274,588368.3543,9.283970613,4,13.7,0,0.4804,709.5345632,"TX",290,1,4767,30.5,0.357359091,57486732.41,25176.8,0.277347446,0.308045977,0.261740558,0.08882661,0.064039409,0.096864502,0.354983203,0.339305711,0.208846585,0.698098257,0.226360275,0,0.056524036,0.019017433
275,536582.7177,9.48986739,5,2.2,0,0.5027,746.5374779,"NV",507,0,3812,46,0.034963253,87753577.54,52666.4,0.037866187,0.340644277,0.239204935,0.272277747,0.110006854,0.224872232,0.264622374,0.440658717,0.069846678,0.911780973,0.03954646,0.022676991,0.025995575,0
276,934597.8752,5.061391407,2,1.9,1,0.4157,1076.511047,"AZ",345,1,3343,36,0.492228937,81034320,43205.6,0.124891367,0.324796748,0.170325203,0.212913511,0.167073171,0.054460581,0.193983402,0.574688797,0.17686722,0.531952072,0.340239641,0.04892661,0.037443834,0.041437843
277,295525.7606,9.516027527,0,28.4,0,0.7305,992.8432918,"NV",558,1,1331,52,0.069211721,61285803.84,55333.6,0.055740407,0.235514019,0.252336449,0.223698845,0.23271028,0.175347222,0.486111111,0.328125,0.010416667,0.944166667,0.000833333,0.015,0.04,0
278,912270.4072,8.504859639,1,10.2,0,0.4241,1500.518026,"NV",257,1,3830,50.5,0.113961769,176897178,70475.2,0.006292414,0.167220745,0.145611702,0.351420352,0.329454787,0.253765933,0.400926999,0.307068366,0.038238702,0.938854919,0.013340745,0.003891051,0.040578099,0.003335186
279,480007.8114,7.435636007,0,15.4,0,0.5532,879.7973018,"AZ",529,1,1766,38,0.17848596,51869129.03,41591.2,0.197192797,0.14532872,0.155709343,0.318378137,0.183391003,0.038809832,0.151358344,0.382923674,0.42690815,0.622665006,0.296388543,0.03860523,0.0373599,0.00498132
280,668163.14,9.31863444,1,24.7,1,0.5196,362.3159296,"CA",525,1,4657,28,0.205600786,38886900.41,12706.4,0.432782341,0.324153331,0.17268329,0.070381038,0,0.152059134,0.425554382,0.394931362,0.027455121,0.737006237,0.066528067,0.161122661,0.015592516,0.01975052
281,1047079.195,6.081298266,0,11,0,0.4565,1376.733083,"CA",1027,1,3881,47,0.123751913,217085807.4,106153.6,0.064878617,0.172012689,0.178004935,0.440792867,0.144310892,0.221908526,0.355166573,0.274985884,0.147939018,0.833773784,0.030391121,0.053382664,0.063953488,0.018498943
282,377608.675,7.735602862,1,9.6,0,0.7047,828.868266,"NM",445,1,1910,35.5,0.332851885,41695929.67,36041.6,0.060320838,0.277609682,0.366868381,0.154505183,0.140695915,0.149075082,0.374319913,0.330794342,0.145810664,0.833512352,0.110633727,0.023630505,0.012889366,0.019334049
283,390164.0772,7.813265482,1,15.4,0,0.4223,1397.039115,"AZ",580,0,1001,36,0.36673859,21069406.57,42176.8,0.203112174,0.371340524,0.217257319,0.162065022,0.046224961,0.191082803,0.174097665,0.343949045,0.290870488,0.569002123,0.23566879,0.195329087,0,0
284,551063.9732,7.757730016,5,0.2,0,0.7813,1166.74012,"AZ",441,1,3328,38,0.321628249,86713210.43,53583.2,0.10796904,0.353156823,0.267209776,0.16412872,0.107535642,0.182912154,0.447051745,0.25511432,0.114921781,0.884864547,0.081566549,0.012367491,0.021201413,0
